            sIP|            dIP|     packets|          bytes|                     sTime|                     eTime|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:42:07.572000|2015/06/02T13:42:07.572000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:42:19.834000|2015/06/02T13:42:19.834000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:42:22.752000|2015/06/02T13:42:22.752000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:42:42.985000|2015/06/02T13:42:42.985000|
     10.0.40.53|192.168.122.141|           9|            408|2015/06/02T13:47:47.969000|2015/06/02T13:47:47.981000|
     10.0.40.53|192.168.122.235|           9|            408|2015/06/02T13:48:11.573000|2015/06/02T13:48:11.585000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:43:08.568000|2015/06/02T13:43:08.568000|
     10.0.40.53|192.168.122.146|           9|            408|2015/06/02T13:48:24.724000|2015/06/02T13:48:24.737000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:43:20.832000|2015/06/02T13:43:20.832000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:43:23.746000|2015/06/02T13:43:23.746000|
     10.0.40.53|192.168.122.195|           9|            408|2015/06/02T13:48:28.732000|2015/06/02T13:48:28.744000|
     10.0.40.53|192.168.122.141|           8|            368|2015/06/02T13:48:48.249000|2015/06/02T13:48:48.257000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:43:43.980000|2015/06/02T13:43:43.980000|
     10.0.40.53|192.168.122.235|           9|            408|2015/06/02T13:49:12.568000|2015/06/02T13:49:12.581000|
     10.0.40.53|192.168.122.235|           2|             80|2015/06/02T13:44:08.580000|2015/06/02T13:44:08.582000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:44:21.826000|2015/06/02T13:44:21.826000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:44:24.848000|2015/06/02T13:44:24.848000|
     10.0.40.53|192.168.122.146|           9|            408|2015/06/02T13:49:25.812000|2015/06/02T13:49:25.824000|
     10.0.40.53|192.168.122.195|           9|            408|2015/06/02T13:49:29.743000|2015/06/02T13:49:29.754000|
     10.0.40.53|192.168.122.141|           8|            368|2015/06/02T13:49:48.963000|2015/06/02T13:49:48.972000|
     10.0.40.53|192.168.122.235|           9|            408|2015/06/02T13:50:13.145000|2015/06/02T13:50:13.159000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:44:44.978000|2015/06/02T13:44:44.978000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:45:09.578000|2015/06/02T13:45:09.578000|
     10.0.40.53|192.168.122.146|           9|            408|2015/06/02T13:50:26.808000|2015/06/02T13:50:26.819000|
  192.168.40.20|192.168.122.235|           6|            837|2015/06/02T13:50:28.557000|2015/06/02T13:50:28.586000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:45:22.821000|2015/06/02T13:45:22.821000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:45:25.754000|2015/06/02T13:45:25.754000|
     10.0.40.53|192.168.122.195|           9|            408|2015/06/02T13:50:30.740000|2015/06/02T13:50:30.751000|
     10.0.40.53|192.168.122.141|           9|            408|2015/06/02T13:50:49.959000|2015/06/02T13:50:49.975000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:45:45.972000|2015/06/02T13:45:45.972000|
     10.0.40.20|192.168.122.195|          16|           6552|2015/06/02T13:51:05.779000|2015/06/02T13:51:05.826000|
     10.0.40.20|192.168.122.195|           2|             80|2015/06/02T13:51:05.826000|2015/06/02T13:51:05.826000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:46:10.575000|2015/06/02T13:46:10.575000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:46:23.837000|2015/06/02T13:46:23.837000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:46:26.751000|2015/06/02T13:46:26.751000|
     10.0.40.53|192.168.122.141|           2|             80|2015/06/02T13:46:46.983000|2015/06/02T13:46:46.989000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:47:11.570000|2015/06/02T13:47:11.570000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:47:24.723000|2015/06/02T13:47:24.723000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:47:27.749000|2015/06/02T13:47:27.749000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:47:47.981000|2015/06/02T13:47:47.981000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:48:11.585000|2015/06/02T13:48:11.585000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:48:24.737000|2015/06/02T13:48:24.737000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:48:28.744000|2015/06/02T13:48:28.744000|
     10.0.40.53|192.168.122.141|           2|             80|2015/06/02T13:48:48.257000|2015/06/02T13:48:48.261000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:49:12.581000|2015/06/02T13:49:12.581000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:49:25.824000|2015/06/02T13:49:25.824000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:49:29.754000|2015/06/02T13:49:29.754000|
     10.0.40.53|192.168.122.141|           2|             80|2015/06/02T13:49:48.972000|2015/06/02T13:49:48.974000|
     10.0.40.53|192.168.122.235|           1|             40|2015/06/02T13:50:13.159000|2015/06/02T13:50:13.159000|
     10.0.40.53|192.168.122.146|           1|             40|2015/06/02T13:50:26.819000|2015/06/02T13:50:26.819000|
     10.0.40.53|192.168.122.195|           1|             40|2015/06/02T13:50:30.751000|2015/06/02T13:50:30.751000|
     67.215.0.8|192.168.122.235|          28|           1744|2015/06/02T13:40:07.626000|2015/06/02T13:50:35.717000|
     10.0.40.53|192.168.122.141|           1|             40|2015/06/02T13:50:49.975000|2015/06/02T13:50:49.975000|
     67.215.0.8|192.168.122.141|          32|           2848|2015/06/02T13:39:54.881000|2015/06/02T13:50:57.355000|
     67.215.0.8|192.168.122.195|          34|           2952|2015/06/02T13:39:27.971000|2015/06/02T13:50:58.416000|
     67.215.0.8|192.168.122.146|          34|           2952|2015/06/02T13:39:32.089000|2015/06/02T13:51:01.972000|
  192.168.40.20|192.168.122.146|           5|            797|2015/06/02T13:51:09.226000|2015/06/02T13:51:09.240000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:39:20.159000|2015/06/02T13:39:20.171000|
  192.168.40.20|192.168.123.245|           6|            837|2015/06/02T13:39:20.642000|2015/06/02T13:39:20.672000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:40:11.184000|2015/06/02T13:40:11.196000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:40:12.386000|2015/06/02T13:40:12.398000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:40:13.868000|2015/06/02T13:40:13.879000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:40:16.489000|2015/06/02T13:40:16.504000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:40:20.749000|2015/06/02T13:40:20.762000|
     10.0.40.20| 192.168.123.14|          12|           1674|2015/06/02T13:40:22.137000|2015/06/02T13:40:22.185000|
     10.0.40.20| 192.168.123.14|           2|             80|2015/06/02T13:40:22.185000|2015/06/02T13:40:22.185000|
     10.0.40.20|192.168.123.163|          13|           1714|2015/06/02T13:40:46.972000|2015/06/02T13:40:47.020000|
     10.0.40.20|192.168.123.163|           1|             40|2015/06/02T13:40:47.020000|2015/06/02T13:40:47.020000|
  192.168.40.20|192.168.123.155|           9|           3312|2015/06/02T13:40:49.827000|2015/06/02T13:40:49.857000|
     10.0.40.21|192.168.123.155|           9|           2128|2015/06/02T13:41:08.332000|2015/06/02T13:41:08.352000|
     10.0.40.21|192.168.123.155|           1|             40|2015/06/02T13:41:08.352000|2015/06/02T13:41:08.352000|
     10.0.40.21|192.168.123.155|           1|             40|2015/06/02T13:41:08.353000|2015/06/02T13:41:08.353000|
     10.0.40.21|192.168.123.155|           1|             40|2015/06/02T13:41:08.353000|2015/06/02T13:41:08.353000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:41:11.840000|2015/06/02T13:41:11.852000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:41:12.791000|2015/06/02T13:41:12.803000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:41:14.864000|2015/06/02T13:41:14.876000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:41:18.146000|2015/06/02T13:41:18.157000|
     10.0.40.21| 192.168.123.89|          11|           2208|2015/06/02T13:41:18.400000|2015/06/02T13:41:18.440000|
     10.0.40.21| 192.168.123.89|           1|             40|2015/06/02T13:41:18.440000|2015/06/02T13:41:18.440000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:41:21.151000|2015/06/02T13:41:21.163000|
     10.0.40.20|192.168.123.245|          20|           3204|2015/06/02T13:41:17.290000|2015/06/02T13:41:32.189000|
     10.0.40.20|192.168.123.245|          21|           3342|2015/06/02T13:41:17.319000|2015/06/02T13:41:32.196000|
     10.0.40.20|192.168.123.245|          24|           2784|2015/06/02T13:41:17.352000|2015/06/02T13:41:32.202000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:42:12.115000|2015/06/02T13:42:12.164000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:42:13.379000|2015/06/02T13:42:13.390000|
     10.0.40.53|192.168.123.155|           8|            368|2015/06/02T13:42:14.877000|2015/06/02T13:42:14.887000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:42:18.481000|2015/06/02T13:42:18.492000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:42:21.164000|2015/06/02T13:42:21.176000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:43:12.192000|2015/06/02T13:43:12.204000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:43:13.393000|2015/06/02T13:43:13.404000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:43:15.873000|2015/06/02T13:43:15.885000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:43:19.492000|2015/06/02T13:43:19.503000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:43:22.160000|2015/06/02T13:43:22.172000|
  192.168.40.20| 192.168.123.89|           6|            837|2015/06/02T13:43:49.679000|2015/06/02T13:43:49.709000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:44:13.188000|2015/06/02T13:44:13.199000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:44:14.389000|2015/06/02T13:44:14.400000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:44:16.873000|2015/06/02T13:44:16.885000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:44:20.488000|2015/06/02T13:44:20.500000|
     10.0.40.53|192.168.123.163|           1|             40|2015/06/02T13:39:20.171000|2015/06/02T13:39:20.171000|
  192.168.40.20|192.168.123.245|           7|            877|2015/06/02T13:44:22.755000|2015/06/02T13:44:22.782000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:44:23.157000|2015/06/02T13:44:23.169000|
  192.168.40.20|192.168.123.155|           9|           1568|2015/06/02T13:44:17.029000|2015/06/02T13:44:30.321000|
  192.168.40.20| 192.168.123.89|           9|           1568|2015/06/02T13:44:16.845000|2015/06/02T13:44:30.881000|
  192.168.40.20| 192.168.123.14|           9|           1568|2015/06/02T13:44:20.873000|2015/06/02T13:44:31.614000|
     10.0.40.20|192.168.123.245|          18|           3136|2015/06/02T13:44:16.255000|2015/06/02T13:44:32.195000|
  192.168.40.20|192.168.123.163|           9|           1568|2015/06/02T13:44:26.650000|2015/06/02T13:44:41.411000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:45:14.184000|2015/06/02T13:45:14.195000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:45:15.385000|2015/06/02T13:45:15.398000|
     10.0.40.53| 192.168.123.89|           1|             40|2015/06/02T13:40:11.196000|2015/06/02T13:40:11.196000|
     10.0.40.53| 192.168.123.14|           1|             40|2015/06/02T13:40:12.398000|2015/06/02T13:40:12.398000|
     10.0.40.53|192.168.123.155|           1|             40|2015/06/02T13:40:13.880000|2015/06/02T13:40:13.880000|
     10.0.40.53|192.168.123.245|           1|             40|2015/06/02T13:40:16.504000|2015/06/02T13:40:16.504000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:45:17.866000|2015/06/02T13:45:17.877000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:45:21.485000|2015/06/02T13:45:21.496000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:45:24.152000|2015/06/02T13:45:24.164000|
     10.0.40.53|192.168.123.163|           1|             40|2015/06/02T13:40:20.762000|2015/06/02T13:40:20.762000|
     10.0.40.20| 192.168.123.14|          16|           6552|2015/06/02T13:45:24.356000|2015/06/02T13:45:24.405000|
     10.0.40.20| 192.168.123.14|           2|             80|2015/06/02T13:45:24.406000|2015/06/02T13:45:24.406000|
  192.168.40.20|192.168.123.155|           6|            779|2015/06/02T13:45:28.268000|2015/06/02T13:45:28.837000|
  192.168.40.20|192.168.123.155|          10|           5825|2015/06/02T13:45:28.247000|2015/06/02T13:45:29.357000|
  192.168.40.20|192.168.123.155|           5|            448|2015/06/02T13:45:27.803000|2015/06/02T13:45:42.701000|
     10.0.40.20|192.168.123.155|          10|           1072|2015/06/02T13:45:27.701000|2015/06/02T13:45:42.703000|
     10.0.40.20|192.168.123.155|          10|           1992|2015/06/02T13:45:27.713000|2015/06/02T13:45:42.704000|
     10.0.40.20|192.168.123.163|          11|           1634|2015/06/02T13:45:49.191000|2015/06/02T13:45:49.225000|
     10.0.40.20|192.168.123.163|           1|             40|2015/06/02T13:45:49.225000|2015/06/02T13:45:49.225000|
  192.168.40.20|192.168.123.155|           7|            877|2015/06/02T13:45:51.939000|2015/06/02T13:45:51.968000|
  192.168.40.20|192.168.123.155|           9|           1447|2015/06/02T13:45:27.808000|2015/06/02T13:46:02.701000|
     10.0.40.21|192.168.123.155|          11|           2208|2015/06/02T13:46:08.605000|2015/06/02T13:46:08.622000|
     10.0.40.21|192.168.123.155|           1|             40|2015/06/02T13:46:08.622000|2015/06/02T13:46:08.622000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:46:15.180000|2015/06/02T13:46:15.192000|
     10.0.40.53| 192.168.123.14|           9|            408|2015/06/02T13:46:16.381000|2015/06/02T13:46:16.392000|
     10.0.40.53| 192.168.123.89|           1|             40|2015/06/02T13:41:11.852000|2015/06/02T13:41:11.852000|
     10.0.40.53| 192.168.123.14|           1|             40|2015/06/02T13:41:12.803000|2015/06/02T13:41:12.803000|
     10.0.40.53|192.168.123.155|           1|             40|2015/06/02T13:41:14.876000|2015/06/02T13:41:14.876000|
     10.0.40.53|192.168.123.155|           9|            408|2015/06/02T13:46:17.880000|2015/06/02T13:46:17.892000|
     10.0.40.21| 192.168.123.89|           9|           2128|2015/06/02T13:46:18.719000|2015/06/02T13:46:18.760000|
     10.0.40.21| 192.168.123.89|           1|             40|2015/06/02T13:46:18.760000|2015/06/02T13:46:18.760000|
     10.0.40.21| 192.168.123.89|           1|             40|2015/06/02T13:46:18.762000|2015/06/02T13:46:18.762000|
     10.0.40.21| 192.168.123.89|           1|             40|2015/06/02T13:46:18.762000|2015/06/02T13:46:18.762000|
     10.0.40.53|192.168.123.245|           9|            408|2015/06/02T13:46:22.481000|2015/06/02T13:46:22.493000|
     10.0.40.53|192.168.123.163|           9|            408|2015/06/02T13:46:24.166000|2015/06/02T13:46:24.179000|
     10.0.40.53|192.168.123.245|           1|             40|2015/06/02T13:41:18.157000|2015/06/02T13:41:18.157000|
     10.0.40.53|192.168.123.163|           1|             40|2015/06/02T13:41:21.163000|2015/06/02T13:41:21.163000|
     10.0.40.20|192.168.123.245|           1|             40|2015/06/02T13:41:32.196000|2015/06/02T13:41:32.196000|
     10.0.40.53| 192.168.123.89|           9|            408|2015/06/02T13:47:16.192000|2015/06/02T13:47:16.204000|
     10.0.40.53| 192.168.123.89|           1|             40|2015/06/02T13:42:12.164000|2015/06/02T13:42:12.164000|
